id,y
4465702263612880,-1
4465719720879440,0
4471247906116580,-1
4471274782475280,0
4466084575367420,0
4471279820450220,-1
4471230700627730,-1
4466197879455120,0
4471293498089930,-1
4471283872153600,-1
4466134269458620,-1
4466126232786600,0
4465982694978780,0
4471650181175260,-1
4466175079734550,0
4471654791417140,-1
4471630568803430,-1
4466095060635360,0
4471632812817490,-1
4466045660252580,0
4465994645333800,0
4471639758118160,-1
4466020389596130,-1
4465972147025850,0
4471648537257990,-1
4471647765518590,1
4466123720802120,0
4466043063615070,0
4471622797186640,-1
4471642765909220,0
4466568153495060,0
4466496992862300,0
4466204196580900,0
4469774782720440,0
4471648188987820,0
4471618627498420,-1
4466580995983170,0
4466572519634450,0
4466480131843730,-1
4471642820750300,-1
4471640886566800,-1
4466575383841930,0
4471621353662500,0
4471592992635440,-1
4471630791127650,-1
4471655998817120,-1
4466515799534730,-1
4471649887442930,-1
4471645701602110,-1
4466731243907670,-1
4466698780783030,0
4471396866862910,0
4466924194976310,0
4466887481867830,0
4467266353459580,0
4466941651205750,0
4466930905553860,-1
4471988745413480,1
4467218848565840,0
4472017920960770,1
4472011047228140,-1
4467260611703690,0
4467305528437330,0
4467223538555670,0
4467193117223360,0
4472018689292930,0
4472011781285200,1
4467246413664160,0
4471910249144860,0
4467522436672530,-1
4467314688311390,0
4472003262612380,-1
4467315972246540,0
4471932202716490,0
4471918004518650,-1
4467309924507100,0
4472014532118140,-1
4472012833195390,-1
4472009214124170,1
4468003322328260,0
4467863894919110,0
4472345677056800,-1
4467986280633560,0
4467969742286450,-1
4467956261655670,0
4472330421941850,-1
4472371974660120,-1
4472365712755990,1
4472265862958960,-1
4468622800321980,0
4472351233955670,-1
4472339993209240,1
4472330941889530,0
4469082407700680,-1
4472737009390590,-1
4468891621348590,-1
4468792711032200,-1
4472742789604840,-1
4468926534179400,0
4472643811816170,-1
4472603970422920,-1
4472712766527010,-1
4472740197323070,0
4472605887412780,0
4472597721008210,0
4469332052647550,0
4472689273919260,-1
4469395726435000,0
4472730252766520,0
4472739291078540,0
4472739010152480,-1
4472729946353900,-1
4472719217556140,-1
4472700372591040,-1
4469242096949120,0
4472743703589630,0
4472731997372940,0
4472714171447190,-1
4469260313231640,-1
4469300331486200,0
4472732488474130,-1
4472720089802300,-1
4472733154933940,-1
4469321188858930,0
4469374721329010,0
4472445207366970,0
4472737785415040,-1
4472742709624760,-1
4469722181995030,0
4472723902590440,-1
4472735998461800,-1
4472737131459120,-1
4473086281488430,-1
4473012315737920,0
4469800585424180,0
4469832911545640,0
4473097203492580,0
4469749368490540,0
4473094997903260,-1
4473082208630610,-1
4473102870319690,-1
4473089054510230,-1
4473068271117270,0
4469783330756730,0
4470184876329500,0
4473099645163930,1
4473072386140130,-1
4470207168616610,0
4470124780623520,0
4470111844856200,0
4470060191769740,0
4470058379654800,0
4470024100324720,0
4470111996084150,0
4473095366548860,-1
4470013744890020,0
4469976121790070,0
4469969804637130,-1
4470134405971990,-1
4470011391098280,-1
4473101544815690,0
4470122942957720,0
4473018997093750,0
4473080842194400,0
4469926226042890,0
4470003606239660,0
4470454598903760,1
4470475042044000,-1
4470298851920260,-1
4473466260587640,-1
4470359967693280,-1
4470407387836440,1
4470432705026730,0
4470349305354860,0
4470494130288590,0
4470208918372770,-1
4473447340396170,-1
4473435369011490,-1
4473459478388850,-1
4470896209055180,0
4470876072453130,0
4470781901740730,0
4470890249039680,1
4470921354509970,0
4473458908034630,-1
4473460262685160,0
4473460086591970,-1
4470599852029140,0
4470833576073980,0
4470711064266700,0
4472343268802860,-1
4471221989614000,0
4471079802065460,0
4468883291515130,-1
4472286335958640,1
4472739249723270,0
4472727416824900,0
4472583863331010,0
4472571544645160,0
4472946426527700,0
4472785885686060,0
4473049988352780,0
4473026919746350,-1
4472890982769690,0
4473362070094560,-1
4473453677193300,0
4473338070351610,0
4468618559705160,0
4468950504986230,0
4468939201498610,0
4469451682920800,0
4469591344415870,-1
4469774119799340,-1
4470089590373050,0
4470089158291620,-1
4470071172880670,0
4470016504734410,-1
4469856373978100,-1
4470122993176530,-1
4470137166167880,0
4470498001883570,-1
4470449192473810,-1
4470380816956810,-1
4470478226199030,-1
4470451047205670,0
4470505497231110,-1
4470538171292680,0
4470518172527460,-1
4470487654914900,0
4470549084847930,0
4470490322475170,-1
4470500820383170,-1
4470823132064820,0
4470822762516490,0
4470838412178910,0
4470793629205410,0
4470907944352400,0
4470929881070910,-1
4470763547463750,0
4471072273565680,0
4471189508818080,0
4471161251893360,0
4471123565336330,0
4471101168250020,0
4471245552802320,0
4471088824193180,0
4471161188042160,0
4471092368688560,-1
4471262535446910,0
4471641939813160,1
4471607575284520,0
4471541271984390,-1
4471564928023540,1
4471617373708660,0
4471500927405250,-1
4471498238988110,0
4471460406132300,0
4471570745964660,0
4471438264138750,-1
4471907787652800,0
4471955836801290,0
4471851889859220,-1
4471837046511190,0
4471878343202950,0
4471790145756860,0
4472308733532290,-1
4472360902585880,0
4472312982315050,-1
4472624380332580,0
4472468821394080,0
4472921122178920,0
4473412405899830,0
4473371087416980,0
4456242993194800,0
4457027281281910,0
4457408569286750,0
4457625376639080,0
4457761527928010,0
4458243961198530,0
4458050603259440,0
4458036192480180,0
4458106597546500,0
4458557963309890,0
4458562724363690,0
4458439331707810,0
4458387276269980,0
4458409451669450,0
4458840785140010,0
4458815166199680,0
4455722093560030,-1
4458764981576280,0
4455911785346360,0
4455911218867750,0
4455828352756250,0
4456025396113930,-1
4459330625085210,-1
4459229500832740,0
4456052365797260,1
4455897906181580,-1
4456297288086110,0
4456359388922150,0
4456210352544950,0
4456129478429990,1
4456324571603650,0
4456330029071230,0
4456193336978890,-1
4459839876962240,0
4456251318443820,-1
4456782329823880,-1
4456786691837560,0
4460550035572940,0
4460729543805100,0
4456968410338820,-1
4457019219751620,-1
4456954225062330,0
4457153945013370,0
4461317454405020,0
4461667570020730,0
4457303346453560,0
4461777876381200,0
4461760260280320,0
4461783785769720,0
4461651699119800,0
4461554466557810,1
4457797444148350,0
4461761581032850,0
4457773087504270,0
4457872605624570,-1
4457749255093550,0
4462542850169130,0
4462581848542200,0
4462549879375950,0
4458116022206810,0
4462590304019650,0
4462373547214570,0
4462394187143550,0
4458589479435680,0
4458377532465210,-1
4462857041684180,0
4458550275171480,0
4462800082711910,0
4462731912157140,0
4458456050820110,0
4462810782232810,0
4462768738442450,0
4458498324193540,0
4462920647830900,0
4462843224902010,0
4462837982105330,0
4462955611475170,0
4462947537705210,0
4462925274115950,0
4462959537300780,0
4462944215443600,0
4463299879559060,-1
4463116345500750,0
4463310407606750,0
4463305101927710,-1
4463192127905600,0
4463299943305890,-1
4463211757257760,0
4463319253537880,0
4463315063543190,-1
4463304653448690,0
4459141000896430,0
4463311644556420,-1
4463304175366910,-1
4463257991378640,0
4458983613675590,0
4463307513902680,-1
4463120568973790,0
4459260987759180,0
4463295916083080,-1
4463292561489660,-1
4463684144913800,0
4463622405690430,-1
4463678457596050,0
4463672581239580,0
4463604621458660,-1
4463567728560880,0
4459688618203980,1
4463682400736140,0
4463513592104770,0
4463657485871910,-1
4463427613849830,0
4463678508040050,0
4463677127951960,0
4463676797171930,-1
4463612220937280,0
4460000015328280,-1
4464043626157930,-1
4464040199420420,-1
4464022672044520,0
4464014413758880,0
4463995744590060,-1
4464014660368120,0
4464043928724660,-1
4464331100175010,-1
4460361782305770,-1
4464369365092350,0
4460327627935960,0
4464334677804450,0
4460712733087250,0
4464708675426490,-1
4464699514896340,0
4460579664342980,0
4464762299300250,0
4460501003909100,1
4464759045131830,-1
4465081578407040,0
4460594444887130,-1
4465082199324230,0
4465105406616400,1
4465045352424110,0
4465025424907710,0
4465133487522980,0
4461109442785300,0
4465481471975820,0
4465407656503150,0
4460806961387050,0
4460932300757350,0
4465414610500780,0
4458231398966900,-1
4461137817343460,1
4461125200966320,-1
4465311539733350,0
4465441651138420,0
4461463105701330,-1
4465476404979080,0
4461382181656850,1
4465493572478980,1
4465858359322130,0
4465847580199220,0
4465847374051900,-1
4461261620154150,0
4465849244595030,0
4465841959945400,0
4465823546109660,1
4465853674758020,0
4465853829113950,0
4465842341312600,0
4465840286480670,0
4465845139357670,-1
4461828430244100,0
4465834792003420,0
4465849215491910,-1
4465843880408920,-1
4465830093650480,0
4461700877409490,0
4461514436004970,-1
4465841993396880,-1
4465853532100890,0
4461725312751150,-1
4465666750977790,-1
4465857016849400,0
4465851383712870,0
4465799228055860,1
4465799571937050,0
4465792764795360,-1
4462159775447530,0
4462091823781720,0
4465700472838110,0
4465838348676680,0
4461916162370550,-1
4466216582395480,0
4466207254379110,0
4466216892410980,0
4466186869284210,0
4466205064871480,0
4466206897931820,1
4466157676943510,-1
4466176958501290,0
4466162391558120,0
4466216280379350,0
4466182294166280,-1
4462212712747000,-1
4466147917714230,0
4466090291712550,0
4466195162203310,0
4462435329529980,0
4462380308374790,0
4466207036443860,0
4466213721660560,0
4466160626243330,0
4462595048315550,1
4462770525297210,0
4466173678638120,-1
4466173419060810,0
4462575175548230,0
4462869494261090,-1
4466543138059100,1
4466500368921580,0
4466496316907370,0
4466489811487300,0
4466574767935600,0
4466574646240480,1
4462738866612010,0
4466552751227870,0
4466528391234320,0
4466528043165980,0
4466505645021840,0
4466555750628680,0
4466571164954770,0
4466581365000490,-1
4466551123939050,0
4466558070184690,0
4466579670821640,0
4462705282755930,-1
4462647325908480,0
4466549240463020,0
4463105897995420,-1
4462971378422890,0
4466580140143020,0
4466545088828200,0
4463294679329450,0
4466573358025050,0
4466572301451600,0
4466579289177690,0
4463181432950280,0
4466562063234730,0
4466561458501630,0
4466425714441660,0
4466572799843810,1
4466789784663960,0
4466785237963920,1
4466836458646130,0
4466835158368840,-1
4466884437083750,0
4466860684267460,0
4463369690044830,-1
4466830674233810,0
4466799536497400,0
4466917492409110,0
4466859539739480,0
4466903861332350,0
4466701351245920,0
4466826269963070,0
4466867193869220,0
4466875452907030,0
4466840309159450,0
4466834130538020,0
4466866820569550,0
4466827394274890,0
4467294069826800,0
4467223210510870,0
4466926849989940,0
4463881684797170,0
4467267524121080,0
4467280308281280,0
4467280643541550,0
4467204042820990,0
4464252288627890,0
4467303053353820,-1
4467267582238710,0
4464294655784180,0
4467298121057330,0
4467236653445660,0
4464272082147910,0
4467279385167400,0
4467149773144280,0
4467225504940520,0
4467301098941650,0
4464410833990220,-1
4467303909359440,0
4467295478970890,0
4467294392438870,-1
4467649955829510,-1
4467617173440140,0
4467670798189740,0
4467627520997910,0
4465002834796450,0
4467629060564990,0
4467563641954480,0
4467663944055980,0
4467572743027700,0
4467644138511550,0
4467641588508320,0
4467640561421470,-1
4467662409226930,-1
4467653676284350,0
4467594134668250,0
4467639630180170,-1
4467472185075340,0
4465076751172800,0
4467658538231190,0
4467636353679860,-1
4467601096973360,-1
4465284037507000,0
4465372562383840,-1
4467584307032930,0
4467669849442500,0
4467652069714510,0
4467651461926210,-1
4465467190097080,-1
4465434457775290,0
4467557622816730,0
4467601692813980,0
4467616016044530,-1
4467581149095840,0
4467645850491870,-1
4467634903170330,0
4467617152857360,0
4467613574789030,-1
4467946145603560,0
4468025287611580,-1
4465373451714770,0
4468018359196110,0
4467979150128730,0
4467960699562570,0
4468020686724830,0
4468002869420470,0
4467930832221820,0
4467922590348450,0
4467812372323160,0
4465829367823850,0
4465642570546830,-1
4467982695096080,0
4465799274052230,0
4468016173909560,0
4468016156438120,0
4465810318234320,1
4468023420960620,-1
4468013380376590,0
4467903778329710,0
4465719472896630,-1
4465719426883530,0
4468014290705380,0
4468014059699130,-1
4468005566018830,0
4468017323014950,0
4468015213521830,0
4467890339888000,0
4466061032649470,0
4465985731535220,0
4466218226799010,0
4465898741837540,-1
4466214539741530,1
4468385717174000,0
4468391768768550,1
4466163754500410,1
4468388267021870,1
4468387516257160,1
4466062436870790,0
4468369594352590,1
4466078401012010,-1
4466005277511510,1
4466193173995530,0
4468373033834230,1
4468365332722420,1
4466073775034560,0
4466212367000820,0
4466019437743750,-1
4468389605516440,0
4468394448973800,0
4466532870490100,0
4468381501299960,0
4466482623273810,0
4466491502312840,0
4468391060295880,1
4466279383787240,-1
4466270332706230,-1
4466467687129400,0
4466411369595910,0
4466530413050520,0
4468362358750200,1
4468721424374560,0
4468697869947590,0
4468742937551660,0
4468636657683350,0
4468732778836300,0
4468695839628870,0
4468657701032290,1
4468731788438340,-1
4468706434481120,0
4468695609374550,0
4468643281163850,0
4468684380853700,0
4466541523005510,0
4466573274455630,0
4466281045024270,-1
4468638536763400,0
4468735140190470,0
4468697991033740,0
4466824541935820,0
4466794259815300,0
4468661585179720,1
4468655163107560,1
4468702654922410,0
4466929761040140,1
4466854334765390,0
4466623395949060,-1
4466731944686030,0
4466822739178860,-1
4468416515184450,0
4466864107167400,-1
4466780020037610,0
4468699182105280,0
4466592248855120,-1
4468551052575010,0
4468657294010890,0
4468726067770910,0
4468705327054310,0
4468568315546340,-1
4468741355928780,-1
4468740584542770,0
4469083741329620,-1
4466914052717430,0
4469031539555910,0
4468986286741570,0
4469104871893310,0
4469061843285460,0
4469019652565370,0
4469116855178610,0
4468961532202650,0
4467280388141640,0
4469087864114710,-1
4469065198652790,-1
4469022135698220,0
4468908335514860,1
4469053126851530,0
4468995551782260,0
4468966254865310,0
4469110861252030,-1
4467276130217860,0
4467251979660850,-1
4469023661674340,0
4469465892585290,0
4469436569943640,0
4469367058297510,0
4469366181936750,0
4467622856772580,1
4467387400816730,-1
4467314579747030,-1
4469427322052270,-1
4469458108485240,-1
4469333550245500,0
4469402155615730,1
4469459848890360,0
4469453989350670,0
4467439284268420,0
4469441821205600,0
4469417993657840,0
4469376192914890,0
4469236984282110,-1
4469466446588720,0
4467965380583460,-1
4467928684539770,0
4469377107315420,0
4469372708286150,0
4469839529966390,0
4469839131683210,0
4469830063498530,0
4469832059432140,0
